n_samples,logical_dims,gl_shape,warmup,repeat,polynomial_degree,polynomial_radius,logical_mlp_min_s,logical_mlp_median_s,logical_mlp_mean_s,logical_mlp_max_s,gl_layout_mlp_min_s,gl_layout_mlp_median_s,gl_layout_mlp_mean_s,gl_layout_mlp_max_s,encrypted_reference_server_only_s,encrypted_reference_total_s,encrypted_reference_key_generation_s,encrypted_reference_total_minus_keygen_s,encrypted_server_only_over_plaintext_logical_median,encrypted_no_keygen_over_plaintext_logical_median,encrypted_server_only_over_plaintext_gl_layout_median,encrypted_no_keygen_over_plaintext_gl_layout_median,gl_layout_vs_logical_linf,gl_layout_vs_logical_mae,gl_layout_vs_logical_relative_l2,allclose,logical_accuracy,argmax_agreement,logical_checksum,gl_layout_checksum
8192,"[32, 32, 10]","[256, 32, 32]",5,50,3,6.0,0.001052958999935072,0.0015505829996982357,0.001634690019855043,0.0035121250002703164,0.0040062909974949434,0.004537478998827282,0.0045541949597100026,0.0055088339977373835,9.750431624994235,18.13020904199948,6.289987874999497,11.840221166999982,6288.235861538402,7635.980253429999,2148.865400261742,2609.42721058546,0.0,0.0,0.0,True,0.9454345703125,1.0,-103935.11804801402,-103935.11804801402
