sample_index,true_label,plain_poly_pred,fhe_pred,ok,encrypt_s,input_type,input_level,input_nbytes,input_serialized_nbytes,linear1_s,linear1_type,linear1_level,linear1_nbytes,linear1_serialized_nbytes,activation_s,activation_type,activation_level,activation_nbytes,activation_serialized_nbytes,linear2_s,linear2_type,linear2_level,linear2_nbytes,linear2_serialized_nbytes,decrypt_s
0,1,1,1,True,0.014529666979797184,Ciphertext,7,2359608,2359334,80.5736658340029,Ciphertext,5,1835320,1835046,0.04637733299750835,Ciphertext,2,1048888,1048614,22.935716833017068,Ciphertext,1,786744,786470,0.016974625003058463
