condition,n_samples,ok,semantic_validation_passed,task_type,weight_privacy,activation,ciphertext_count,runtime_total_s,runtime_per_sample_s,encryption_weight_s,encryption_input_s,linear1_matrix_multiply_s,linear2_matrix_multiply_s,decryption_s,relative_l2,logits_linf,logits_mae,accuracy,argmax_agreement,failure_category,failure_reason
gl_encrypted_weight_pca32_two_linear,1,True,True,two_linear,encrypted_weight,none,3,17.07724091700038,17.07724091700038,0.9494763749999038,0.48401666600011595,4.605837999999949,3.7612498339999547,0.7117064160001974,5.4673777781177613e-08,4.990226738499359e-07,1.0924513084153986e-07,0.0,1.0,,
