condition,n_samples,ok,semantic_validation_passed,task_type,weight_privacy,activation,ciphertext_count,runtime_total_s,runtime_per_sample_s,encryption_weight_s,encryption_input_s,linear1_matrix_multiply_s,linear2_matrix_multiply_s,decryption_s,relative_l2,logits_linf,logits_mae,accuracy,argmax_agreement,failure_category,failure_reason
gl_encrypted_weight_pca32_two_linear,32,True,True,two_linear,encrypted_weight,none,3,17.059023374999924,0.5330944804687476,0.9306562920000943,0.4665511670000342,4.714939416000107,3.7395690419998573,0.7209505420000824,7.353908286987895e-08,1.5526339716132043e-06,2.991068141924055e-07,0.875,1.0,,
