n_samples,logical_dims,gl_shape,warmup,repeat,polynomial_degree,polynomial_radius,logical_mlp_min_s,logical_mlp_median_s,logical_mlp_mean_s,logical_mlp_max_s,gl_layout_mlp_min_s,gl_layout_mlp_median_s,gl_layout_mlp_mean_s,gl_layout_mlp_max_s,encrypted_reference_ok,encrypted_reference_server_only_s,encrypted_reference_total_minus_keygen_s,encrypted_server_only_over_plaintext_logical_median,encrypted_no_keygen_over_plaintext_logical_median,encrypted_server_only_over_plaintext_gl_layout_median,encrypted_no_keygen_over_plaintext_gl_layout_median,gl_layout_vs_logical_linf,gl_layout_vs_logical_mae,gl_layout_vs_logical_relative_l2,allclose,logical_accuracy,gl_layout_accuracy,argmax_agreement,logical_checksum,gl_layout_checksum
8192,"[64, 32, 10]","[256, 32, 32]",5,50,3,7.0,0.0011286250010016374,0.0013189994988351827,0.0013036356798693306,0.0017055409989552572,0.004323375000240048,0.004757271501148352,0.004927585840196116,0.005903833000047598,True,14.361207085003116,17.421866416996636,10887.954921655082,13208.395023942012,3018.7907252164355,3662.1551687329998,2.1316282072803006e-14,4.862557381621552e-16,2.7592987697598835e-16,True,0.91943359375,0.91943359375,1.0,-84189.03374666421,-84189.03374666421
