condition,n_samples,ok,semantic_validation_passed,task_type,weight_privacy,activation,polynomial_degree,ciphertext_count,runtime_total_s,runtime_per_sample_s,encryption_weight_s,encryption_input_s,linear1_matrix_multiply_s,activation_s,linear2_matrix_multiply_s,decryption_s,relative_l2,logits_linf,logits_mae,accuracy,argmax_agreement,failure_category,failure_reason
gl_encrypted_weight_pca32_mlp,32,True,True,mlp_poly_relu,encrypted_weight,degree3_poly,3,3,18.63443179199976,0.5823259934999925,0.9516650830000799,0.4706066250000731,4.6196357500002705,3.843963167000311,1.5524899160000132,0.4880852500000401,5.0847456880180104e-08,5.977906666256722e-07,1.2440678473362733e-07,0.9375,1.0,,
