condition,n_samples,ok,semantic_validation_passed,failure_category,task_type,weight_privacy,activation,polynomial_degree,polynomial_radius,logical_dims,shape,ciphertext_count,input_ciphertext_count,weight_ciphertext_count,block_matmul_count,sample_packing_utilization,used_batches,used_columns_last_batch,feature_dim,samples_per_ciphertext_capacity,encryption_input_s,encryption_weight_s,linear1_block0_matrix_multiply_s,linear1_block1_matrix_multiply_s,linear1_accumulation_s,activation_s,linear2_matrix_multiply_s,decryption_s,server_only_s,total_s,runtime_per_sample_s,total_minus_keygen_s,server_per_sample_s,no_keygen_per_sample_s,logits_relative_l2,logits_linf,logits_mae,logits_allclose,accuracy,argmax_agreement,failure_reason
gl_encrypted_weight_raw64_mlp,450,True,True,,raw64_mlp_poly_relu,encrypted_weight,degree3_poly,3,7.0,"[64, 32, 10]","[256, 32, 32]",5,2,3,3,0.054931640625,15,2,64,8192,0.9431944159987324,1.3970461659991997,4.500902249998035,4.460097750001296,0.026387542002339615,3.739288208002108,1.5266919159985264,0.48164762500164215,14.253367666002305,23.64312775000144,0.05254028388889209,17.282209875000262,0.03167415036889401,0.038404910833333916,7.258820636982637e-08,2.7712628511977755e-06,1.5061622162655515e-07,True,0.9333333333333333,1.0,
