condition,n_samples,ok,semantic_validation_passed,failure_category,task_type,weight_privacy,activation,polynomial_degree,polynomial_radius,logical_dims,shape,ciphertext_count,input_ciphertext_count,weight_ciphertext_count,block_matmul_count,sample_packing_utilization,used_batches,used_columns_last_batch,feature_dim,samples_per_ciphertext_capacity,encryption_input_s,encryption_weight_s,linear1_block0_matrix_multiply_s,linear1_block1_matrix_multiply_s,linear1_accumulation_s,activation_s,linear2_matrix_multiply_s,decryption_s,server_only_s,total_s,runtime_per_sample_s,total_minus_keygen_s,server_per_sample_s,no_keygen_per_sample_s,logits_relative_l2,logits_linf,logits_mae,logits_allclose,accuracy,argmax_agreement,failure_reason
gl_encrypted_weight_raw64_mlp,32,True,True,,raw64_mlp_poly_relu,encrypted_weight,degree3_poly,3,7.0,"[64, 32, 10]","[256, 32, 32]",5,2,3,3,0.00390625,1,32,64,8192,0.9918203750021348,1.4398384589985653,4.60245812499852,4.466447625000001,0.03326124999875901,3.8538857500025188,1.5666948330035666,0.48707954099882045,14.522747583003365,24.17506341600165,0.7554707317500515,17.648844791001466,0.45383586196885517,0.5515263997187958,1.2162522864373928e-07,5.878617858279256e-06,1.8761698606639937e-07,True,0.8125,1.0,
