condition,mode,n_samples,ok,semantic_validation_passed,accuracy,argmax_agreement_poly_vs_fhe,relative_l2,logits_linf,logits_mae,ciphertext_count,samples_per_ciphertext,slot_utilization,matrix_build_s,matrix_encode_s,key_generation_s,encryption_s_total,linear1_s_total,activation_s_total,linear2_s_total,decryption_s_total,runtime_total_s,runtime_per_sample_s,dense_matrix_mib_total,exception
ckks_pca32_packed_dense,dense,1,True,True,1.0,1.0,3.9741035041002884e-09,1.5348340376419856e-08,7.345687779228283e-09,1,256,0.00390625,0.01117612500092946,0.0,1.0372097500076052,0.01369283301755786,78.49873270798707,0.04370599999674596,22.634243417007383,0.014398333994904533,102.26478854200104,102.26478854200104,1024.0,
ckks_pca32_packed_dense,dense,32,True,True,0.9375,1.0,1.8856453330053276e-09,2.7295281590511422e-08,4.6306533984087715e-09,1,256,0.125,0.011444375006249174,0.0,1.042759208008647,0.01398437499301508,78.92556858298485,0.04777195799397305,22.621518583007855,0.015284958994016051,102.69437291598297,3.2091991536244677,1024.0,
ckks_pca32_packed_dense,dense,64,True,True,0.953125,1.0,1.7869625240584509e-09,2.3560544626377578e-08,4.542108129806173e-09,1,256,0.25,0.010790749976877123,0.0,1.0240907080005854,0.014092583995079622,78.96961433297838,0.04241383299813606,22.68899950000923,0.01383895898470655,102.77745091600809,1.6058976705626264,1024.0,
ckks_pca32_packed_dense,dense,128,True,True,0.9453125,1.0,1.6835018084389636e-09,2.5974531858707905e-08,4.543468994504013e-09,1,256,0.5,0.010543875017901883,0.0,1.0429819160199258,0.014202791993739083,79.13376108399825,0.04230229099630378,22.886033332993975,0.014162167004542425,103.15912841600948,0.8059306907500741,1024.0,
ckks_pca32_packed_dense,dense,256,True,True,0.93359375,1.0,1.7086043580185255e-09,2.6548260478875818e-08,4.70100183045264e-09,1,256,1.0,0.009845374996075407,0.0,1.0243609579920303,0.014052749989787117,79.2632566660177,0.044952708994969726,22.96863812499214,0.014154459000565112,103.35411754099187,0.4037270216444995,1024.0,
ckks_pca32_packed_dense,dense,450,True,True,0.9488888888888889,1.0,1.6585834720750943e-09,2.9990268046731217e-08,4.574900100512165e-09,2,256,0.87890625,0.010089458024594933,0.0,1.043933333014138,0.029036792024271563,158.1044849170139,0.08208058401942253,45.37351624999428,0.027611332974629477,204.68416562501807,0.45485370138892905,1024.0,
