ok,execution_mode,failure_category,dims,n_samples,selected_shape,block_size,sample_capacity,sample_packs,sample_packing_utilization,input_blocks,hidden_blocks,output_blocks,total_block_matmuls,activation_blocks,weight_privacy,server_only_s,total_s,total_minus_keygen_s,server_per_sample_s,relative_l2,linf,mae,allclose,encryption_input_s,plaintext_weight_encode_s,decryption_s,failure_reason
True,actual,,"[512, 2048, 512]",8192,"[16, 512, 512]",512,8192,1,1.0,1,4,1,8,4,plaintext_weight,1272.3728133330078,1411.590886124999,1297.875530958001,0.15531894694006443,3.4946763240689663e-07,3.997482766471272e-07,4.368988036080161e-08,True,6.960596666001948,5.150920749998477,7.031755290998262,
