condition,n_samples,ok,semantic_validation_passed,failure_category,task_type,weight_privacy,activation,polynomial_degree,polynomial_radius,logical_dims,shape,ciphertext_count,input_ciphertext_count,weight_ciphertext_count,block_matmul_count,sample_packing_utilization,used_batches,used_columns_last_batch,feature_dim,samples_per_ciphertext_capacity,encryption_input_s,encryption_weight_s,linear1_block0_matrix_multiply_s,linear1_block1_matrix_multiply_s,linear1_accumulation_s,activation_s,linear2_matrix_multiply_s,decryption_s,server_only_s,total_s,runtime_per_sample_s,total_minus_keygen_s,server_per_sample_s,no_keygen_per_sample_s,logits_relative_l2,logits_linf,logits_mae,logits_allclose,accuracy,argmax_agreement,failure_reason
gl_encrypted_weight_raw64_mlp,1,True,True,,raw64_mlp_poly_relu,encrypted_weight,degree3_poly,3,7.0,"[64, 32, 10]","[256, 32, 32]",5,2,3,3,0.0001220703125,1,1,64,8192,0.9763895840005716,1.4646308329975,4.819238332998793,4.709202124999138,0.02855562499826192,3.907263208002405,1.615031875000568,0.4874579579991405,15.079291165999166,24.92126491700037,24.92126491700037,18.224633541998628,15.079291165999166,18.224633541998628,7.236125524043093e-08,3.078378876253396e-07,1.5122557416591408e-07,True,1.0,1.0,
