condition,n_samples,ok,semantic_validation_passed,task_type,weight_privacy,activation,ciphertext_count,runtime_total_s,runtime_per_sample_s,encryption_weight_s,encryption_input_s,matrix_multiply_s,decryption_s,hidden_relative_l2,hidden_linf,hidden_mae,failure_category,failure_reason
gl_encrypted_weight_pca32_linear,8192,True,True,linear,encrypted_weight,none,2,12.922693083000922,0.001577477182983511,0.4782125419988006,0.4801415840011032,4.636590916998102,0.745575832999748,5.915680577946549e-08,4.00104114817168e-06,7.251625680962968e-08,,
