condition,n_samples,ok,semantic_validation_passed,failure_category,task_type,weight_privacy,activation,polynomial_degree,polynomial_radius,logical_dims,shape,input_blocks,hidden_blocks,output_blocks,ciphertext_count,input_ciphertext_count,weight_ciphertext_count,block_matmul_count,sample_packing_utilization,used_batches,used_columns_last_batch,feature_dim,samples_per_ciphertext_capacity,encryption_input_s,encryption_weight_s,activation_s,decryption_s,server_only_s,total_s,runtime_per_sample_s,total_minus_keygen_s,server_per_sample_s,no_keygen_per_sample_s,logits_relative_l2,logits_linf,logits_mae,logits_allclose,accuracy,argmax_agreement,raw64_reference_relative_l2,raw64_reference_argmax_agreement_delta,raw64_reference_server_only_s_delta,raw64_reference_schedule_matches,failure_reason
gl_generic_raw64_mlp,8192,True,True,,generic_raw64_mlp_poly_relu,encrypted_weight,degree3_poly,3,7.0,"[64, 32, 10]","[256, 32, 32]",2,1,1,5,2,3,3,1.0,256,32,64,8192,0.9956230829993729,1.5342784999993455,4.031185333002213,0.506347624999762,16.128765375000512,26.306446582999342,0.003211236155151287,19.4940176659984,0.001968843429565492,0.002379640828368945,8.186662526007226e-08,1.2843118327054981e-05,1.4893623288351428e-07,True,0.91943359375,1.0,-5.159091057579962e-10,0.0,1.767558289997396,True,
