condition,n_samples,ok,semantic_validation_passed,failure_category,task_type,weight_privacy,activation,polynomial_degree,polynomial_radius,logical_dims,shape,ciphertext_count,input_ciphertext_count,weight_ciphertext_count,block_matmul_count,sample_packing_utilization,used_batches,used_columns_last_batch,feature_dim,samples_per_ciphertext_capacity,encryption_input_s,encryption_weight_s,linear1_block0_matrix_multiply_s,linear1_block1_matrix_multiply_s,linear1_accumulation_s,activation_s,linear2_matrix_multiply_s,decryption_s,server_only_s,total_s,runtime_per_sample_s,total_minus_keygen_s,server_per_sample_s,no_keygen_per_sample_s,logits_relative_l2,logits_linf,logits_mae,logits_allclose,accuracy,argmax_agreement,failure_reason
gl_encrypted_weight_raw64_mlp,8192,True,True,,raw64_mlp_poly_relu,encrypted_weight,degree3_poly,3,7.0,"[64, 32, 10]","[256, 32, 32]",5,2,3,3,1.0,256,32,64,8192,0.9421564580006816,1.4110420840006554,4.563057041999855,4.517006084002787,0.026622542001859983,3.7272207499991055,1.5273006669995084,0.48729804100003093,14.361207085003116,23.781588041998475,0.002903025884033017,17.421866416996636,0.0017530770367435444,0.0021266926778560347,8.238253436583026e-08,1.129901698160296e-05,1.5116795753983884e-07,True,0.91943359375,1.0,
