condition,n_samples,ok,semantic_validation_passed,task_type,weight_privacy,activation,polynomial_degree,ciphertext_count,runtime_total_s,runtime_per_sample_s,encryption_weight_s,encryption_input_s,linear1_matrix_multiply_s,activation_s,linear2_matrix_multiply_s,decryption_s,relative_l2,logits_linf,logits_mae,accuracy,argmax_agreement,failure_category,failure_reason
gl_encrypted_weight_pca32_mlp,8192,True,True,mlp_poly_relu,encrypted_weight,degree3_poly,3,3,18.13020904199948,0.002213160283447202,0.9410355839972908,0.47233583300112514,4.553192624996882,3.7217997909974656,1.4754392089998873,0.46909475000211387,7.051293925400409e-08,9.527936271069848e-06,1.5726035430478753e-07,0.9454345703125,1.0,,
