ok,semantic_validation_passed,physical_dim,slot_count,used_slots,total_slots,packing_utilization,matrix_multiply_count,add_count,polynomial_degree,mask_count,block_count,argmax_agreement
True,True,32,262144,32,262144,0.0001220703125,2,2,3,0,1,1.0
