condition,n_samples,ok,semantic_validation_passed,task_type,weight_privacy,activation,polynomial_degree,ciphertext_count,runtime_total_s,runtime_per_sample_s,encryption_weight_s,encryption_input_s,linear1_matrix_multiply_s,activation_s,linear2_matrix_multiply_s,decryption_s,relative_l2,logits_linf,logits_mae,accuracy,argmax_agreement,failure_category,failure_reason
gl_encrypted_weight_pca32_mlp,450,True,True,mlp_poly_relu,encrypted_weight,degree3_poly,3,3,18.75568791600017,0.04167930648000038,1.009402207999301,0.5294393749991286,4.692312624998522,3.811114541000279,1.6213189999998576,0.4976214580001397,6.917405816014872e-08,5.039219425739816e-06,1.5106004028198176e-07,0.9488888888888889,1.0,,
