condition,n_samples,ok,semantic_validation_passed,task_type,weight_privacy,activation,polynomial_degree,ciphertext_count,runtime_total_s,runtime_per_sample_s,encryption_weight_s,encryption_input_s,linear1_matrix_multiply_s,activation_s,linear2_matrix_multiply_s,decryption_s,relative_l2,logits_linf,logits_mae,accuracy,argmax_agreement,failure_category,failure_reason
gl_encrypted_weight_pca32_mlp,1,True,True,mlp_poly_relu,encrypted_weight,degree3_poly,3,3,18.700840167000024,18.700840167000024,0.957864083000004,0.4746492079998461,4.6713011669999105,3.8339177500001824,1.608638707999944,0.4843457499996475,4.610697531712777e-08,2.1668241956263046e-07,8.157334591071818e-08,1.0,1.0,,
