condition,n_samples,ok,semantic_validation_passed,task_type,weight_privacy,activation,ciphertext_count,runtime_total_s,runtime_per_sample_s,encryption_weight_s,encryption_input_s,linear1_matrix_multiply_s,linear2_matrix_multiply_s,decryption_s,relative_l2,logits_linf,logits_mae,accuracy,argmax_agreement,failure_category,failure_reason
gl_encrypted_weight_pca32_two_linear,450,True,True,two_linear,encrypted_weight,none,3,17.355269457999384,0.038567265462220855,0.9706439580004371,0.47785420899890596,4.730033208999885,3.8233391249996203,0.7245037909997336,6.217061730230042e-08,6.2845114037202165e-06,2.269829752034846e-07,0.8933333333333333,1.0,,
