degree,interval_low,interval_high,accuracy_original_relu,accuracy_poly_plain,accuracy_poly_plain_clipped,argmax_agreement_relu_poly,hidden_pre_activation_out_of_interval,hidden_relu_vs_poly_linf,hidden_relu_vs_poly_mae,hidden_relu_vs_poly_relative_l2,logits_relu_vs_poly_linf,logits_relu_vs_poly_mae,logits_relu_vs_poly_relative_l2,logits_poly_vs_clipped_linf,logits_poly_vs_clipped_mae,logits_poly_vs_clipped_relative_l2
3,-8.0,8.0,0.9577777777777777,0.9577777777777777,0.9666666666666667,0.9688888888888889,0.009166666666666667,119.04561600634847,0.3464858800396765,0.7872720396393832,113.41254567560786,0.6967468863919019,0.7623527624673351,118.91939792787694,0.22252876492253668,0.6372683527556253
